ChemicalName,ChemicalID,PhenotypeName,PhenotypeID,CoMentionedTerms,Organism,OrganismID,Interaction,InteractionActionsAnatomyTerms,InferenceGeneSymbols
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,microglial cell proliferation,GO:0061518,Ethanol^D000431^MESH,Rattus norvegicus,10116.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [Ethanol results in decreased microglial cell proliferation]",decreases^phenotype|decreases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,microglial cell proliferation,GO:0061518,,Rattus norvegicus,10116.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC results in decreased microglial cell proliferation",decreases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,microglial cell proliferation,GO:0061518,Ethanol^D000431^MESH,Rattus norvegicus,10116.0,"[Ethanol co-treated with 1,1-dimethylbutyl-1-deoxy-Delta(9)-THC] results in increased microglial cell proliferation",affects^cotreatment|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,microglial cell proliferation,GO:0061518,Ethanol^D000431^MESH,Rattus norvegicus,10116.0,"[Ethanol co-treated with 1,1-dimethylbutyl-1-deoxy-Delta(9)-THC] results in increased microglial cell proliferation",affects^cotreatment|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,mitotic cell cycle process,GO:1903047,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC^C432747^MESH|Magnesium^D008274^MESH",Rattus norvegicus,10116.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[Magnesium deficiency affects mitotic cell cycle process] which results in decreased mitotic S phase]",affects^phenotype|decreases^phenotype|decreases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,mitotic cell cycle process,GO:1903047,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC^C432747^MESH|Magnesium^D008274^MESH",Rattus norvegicus,10116.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[Magnesium deficiency affects mitotic cell cycle process] which results in increased mitotic G1 phase]",affects^phenotype|decreases^reaction|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,mitotic cell cycle process,GO:1903047,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC^C432747^MESH|iodopravadoline^C094023^MESH|Magnesium^D008274^MESH",Rattus norvegicus,10116.0,"iodopravadoline inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[Magnesium deficiency affects mitotic cell cycle process] which results in decreased mitotic S phase]]",affects^phenotype|decreases^phenotype|decreases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,mitotic cell cycle process,GO:1903047,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC^C432747^MESH|iodopravadoline^C094023^MESH|Magnesium^D008274^MESH",Rattus norvegicus,10116.0,"iodopravadoline inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[Magnesium deficiency affects mitotic cell cycle process] which results in increased mitotic G1 phase]]",affects^phenotype|decreases^reaction|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,mitotic G1 phase,GO:0000080,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC^C432747^MESH|Magnesium^D008274^MESH",Rattus norvegicus,10116.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[Magnesium deficiency affects mitotic cell cycle process] which results in increased mitotic G1 phase]",affects^phenotype|decreases^reaction|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,mitotic G1 phase,GO:0000080,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC^C432747^MESH|iodopravadoline^C094023^MESH|Magnesium^D008274^MESH",Rattus norvegicus,10116.0,"iodopravadoline inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[Magnesium deficiency affects mitotic cell cycle process] which results in increased mitotic G1 phase]]",affects^phenotype|decreases^reaction|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,mitotic S phase,GO:0000084,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC^C432747^MESH|Magnesium^D008274^MESH",Rattus norvegicus,10116.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[Magnesium deficiency affects mitotic cell cycle process] which results in decreased mitotic S phase]",affects^phenotype|decreases^phenotype|decreases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,mitotic S phase,GO:0000084,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC^C432747^MESH|iodopravadoline^C094023^MESH|Magnesium^D008274^MESH",Rattus norvegicus,10116.0,"iodopravadoline inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[Magnesium deficiency affects mitotic cell cycle process] which results in decreased mitotic S phase]]",affects^phenotype|decreases^phenotype|decreases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,monoatomic ion channel activity,GO:0005216,TRH^7200^GENE,Rattus norvegicus,10116.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC promotes the reaction [TRH protein results in increased monoatomic ion channel activity]",increases^phenotype|increases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,nitric oxide metabolic process,GO:0046209,"lipopolysaccharide, E coli O55-B5^C482199^MESH|Nitric Oxide^D009569^MESH",Rattus norvegicus,10116.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[lipopolysaccharide, E coli O55-B5 affects nitric oxide metabolic process] which results in increased abundance of Nitric Oxide]",affects^phenotype|decreases^reaction|increases^abundance
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,nitric oxide metabolic process,GO:0046209,"iodopravadoline^C094023^MESH|lipopolysaccharide, E coli O55-B5^C482199^MESH|Nitric Oxide^D009569^MESH",Rattus norvegicus,10116.0,"iodopravadoline inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[lipopolysaccharide, E coli O55-B5 affects nitric oxide metabolic process] which results in increased abundance of Nitric Oxide]]",affects^phenotype|decreases^reaction|increases^abundance
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,nitric oxide transport,GO:0030185,"lipopolysaccharide, E coli O55-B5^C482199^MESH|Nitric Oxide^D009569^MESH",Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[lipopolysaccharide, E coli O55-B5 affects nitric oxide transport] which results in increased secretion of Nitric Oxide]",affects^phenotype|decreases^reaction|increases^secretion
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,nitric oxide transport,GO:0030185,"iodopravadoline^C094023^MESH|lipopolysaccharide, E coli O55-B5^C482199^MESH|Nitric Oxide^D009569^MESH",Mus musculus,10090.0,"iodopravadoline inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[lipopolysaccharide, E coli O55-B5 affects nitric oxide transport] which results in increased secretion of Nitric Oxide]]",affects^phenotype|decreases^reaction|increases^secretion
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,prostaglandin secretion,GO:0032310,"Dinoprostone^D015232^MESH|lipopolysaccharide, E coli O55-B5^C482199^MESH",Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[lipopolysaccharide, E coli O55-B5 affects prostaglandin secretion] which results in increased secretion of Dinoprostone]",affects^phenotype|decreases^reaction|increases^secretion
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,prostaglandin secretion,GO:0032310,"Dinoprostone^D015232^MESH|iodopravadoline^C094023^MESH|lipopolysaccharide, E coli O55-B5^C482199^MESH",Mus musculus,10090.0,"iodopravadoline inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[lipopolysaccharide, E coli O55-B5 affects prostaglandin secretion] which results in increased secretion of Dinoprostone]]",affects^phenotype|decreases^reaction|increases^secretion
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,reactive oxygen species metabolic process,GO:0072593,,Homo sapiens,9606.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC affects reactive oxygen species metabolic process",affects^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,reactive oxygen species metabolic process,GO:0072593,Reactive Oxygen Species^D017382^MESH,Homo sapiens,9606.0,"[1,1-dimethylbutyl-1-deoxy-Delta(9)-THC affects reactive oxygen species metabolic process] which results in increased abundance of Reactive Oxygen Species",affects^phenotype|increases^abundance
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,reactive oxygen species metabolic process,GO:0072593,iodopravadoline^C094023^MESH|Reactive Oxygen Species^D017382^MESH,Homo sapiens,9606.0,"iodopravadoline inhibits the reaction [[1,1-dimethylbutyl-1-deoxy-Delta(9)-THC affects reactive oxygen species metabolic process] which results in increased abundance of Reactive Oxygen Species]",affects^phenotype|decreases^reaction|increases^abundance
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,reactive oxygen species metabolic process,GO:0072593,"lipopolysaccharide, E coli O55-B5^C482199^MESH|Reactive Oxygen Species^D017382^MESH",Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[lipopolysaccharide, E coli O55-B5 affects reactive oxygen species metabolic process] which results in increased abundance of Reactive Oxygen Species]",affects^phenotype|decreases^reaction|increases^abundance
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,reactive oxygen species metabolic process,GO:0072593,"iodopravadoline^C094023^MESH|lipopolysaccharide, E coli O55-B5^C482199^MESH|Reactive Oxygen Species^D017382^MESH",Mus musculus,10090.0,"iodopravadoline inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[lipopolysaccharide, E coli O55-B5 affects reactive oxygen species metabolic process] which results in increased abundance of Reactive Oxygen Species]]",affects^phenotype|decreases^reaction|increases^abundance
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,reactive oxygen species metabolic process,GO:0072593,"lipopolysaccharide, E coli O55-B5^C482199^MESH|Reactive Oxygen Species^D017382^MESH",Rattus norvegicus,10116.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[lipopolysaccharide, E coli O55-B5 affects reactive oxygen species metabolic process] which results in increased abundance of Reactive Oxygen Species]",affects^phenotype|decreases^reaction|increases^abundance
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,reactive oxygen species metabolic process,GO:0072593,"iodopravadoline^C094023^MESH|lipopolysaccharide, E coli O55-B5^C482199^MESH|Reactive Oxygen Species^D017382^MESH",Rattus norvegicus,10116.0,"iodopravadoline inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[lipopolysaccharide, E coli O55-B5 affects reactive oxygen species metabolic process] which results in increased abundance of Reactive Oxygen Species]]",affects^phenotype|decreases^reaction|increases^abundance
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,regulation of cell size,GO:0008361,Dietary Fats^D004041^MESH,Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [Dietary Fats affects regulation of cell size]",affects^phenotype|decreases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,regulation of cell size,GO:0008361,Dietary Fats^D004041^MESH,Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [Dietary Fats affects regulation of cell size]",affects^phenotype|decreases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,regulation of cell size,GO:0008361,Dietary Fats^D004041^MESH|iodopravadoline^C094023^MESH,Mus musculus,10090.0,"iodopravadoline inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [Dietary Fats affects regulation of cell size]]",affects^phenotype|decreases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,regulation of cell size,GO:0008361,Dietary Fats^D004041^MESH|iodopravadoline^C094023^MESH,Mus musculus,10090.0,"iodopravadoline inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [Dietary Fats affects regulation of cell size]]",affects^phenotype|decreases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,regulation of membrane permeability,GO:0090559,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC^C432747^MESH|TNF^7124^GENE",Homo sapiens,9606.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[TNF protein affects regulation of membrane permeability] which results in increased transepithelial transport]",affects^phenotype|decreases^reaction|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,transepithelial transport,GO:0070633,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC^C432747^MESH|TNF^7124^GENE",Homo sapiens,9606.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[TNF protein affects regulation of membrane permeability] which results in increased transepithelial transport]",affects^phenotype|decreases^reaction|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,urea transport,GO:0015840,"lipopolysaccharide, E coli O55-B5^C482199^MESH|Urea^D014508^MESH",Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[lipopolysaccharide, E coli O55-B5 affects urea transport] which results in decreased secretion of Urea]",affects^phenotype|decreases^reaction|decreases^secretion
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,urea transport,GO:0015840,"iodopravadoline^C094023^MESH|lipopolysaccharide, E coli O55-B5^C482199^MESH|Urea^D014508^MESH",Mus musculus,10090.0,"iodopravadoline inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[lipopolysaccharide, E coli O55-B5 affects urea transport] which results in decreased secretion of Urea]]",affects^phenotype|decreases^reaction|decreases^secretion
"1,1-diphenyl-2-picrylhydrazyl",C004931,1898-66-4,cell redox homeostasis,GO:0045454,Resveratrol^D000077185^MESH,,,"[Resveratrol analog results in increased cell redox homeostasis] which results in decreased abundance of 1,1-diphenyl-2-picrylhydrazyl",decreases^abundance|increases^phenotype
"1,1-diphenyl-2-picrylhydrazyl",C004931,1898-66-4,cell redox homeostasis,GO:0045454,Resveratrol^D000077185^MESH,,,"[Resveratrol results in increased cell redox homeostasis] which results in decreased abundance of 1,1-diphenyl-2-picrylhydrazyl",decreases^abundance|increases^phenotype
"1,1-diphenyl-2-picrylhydrazyl",C004931,1898-66-4,cellular oxidant detoxification,GO:0098869,Ascorbic Acid^D001205^MESH|Free Radicals^D005609^MESH,Homo sapiens,9606.0,"[[Ascorbic Acid binds to Free Radicals] which results in increased cellular oxidant detoxification] which results in decreased abundance of 1,1-diphenyl-2-picrylhydrazyl",affects^binding|decreases^abundance|increases^phenotype
"1,1-diphenyl-2-picrylhydrazyl",C004931,1898-66-4,glutathione metabolic process,GO:0006749,,Mus musculus,10090.0,"1,1-diphenyl-2-picrylhydrazyl affects glutathione metabolic process",affects^phenotype
"1,1-diphenyl-2-picrylhydrazyl",C004931,1898-66-4,glutathione metabolic process,GO:0006749,Glutathione^D005978^MESH,Mus musculus,10090.0,"[1,1-diphenyl-2-picrylhydrazyl affects glutathione metabolic process] which results in decreased abundance of Glutathione",affects^phenotype|decreases^abundance
"1,1-diphenyl-2-picrylhydrazyl",C004931,1898-66-4,glutathione peroxidase activity,GO:0004602,,Mus musculus,10090.0,"1,1-diphenyl-2-picrylhydrazyl results in decreased glutathione peroxidase activity",decreases^phenotype
"1,1-diphenyl-2-picrylhydrazyl",C004931,1898-66-4,L-aspartate:2-oxoglutarate aminotransferase activity,GO:0004069,,Mus musculus,10090.0,"1,1-diphenyl-2-picrylhydrazyl results in increased L-aspartate:2-oxoglutarate aminotransferase activity",increases^phenotype
"1,1-diphenyl-2-picrylhydrazyl",C004931,1898-66-4,lipid oxidation,GO:0034440,,Mus musculus,10090.0,"1,1-diphenyl-2-picrylhydrazyl results in increased lipid oxidation",increases^phenotype
"1,1-diphenyl-2-picrylhydrazyl",C004931,1898-66-4,lipid oxidation,GO:0034440,Malondialdehyde^D008315^MESH,Mus musculus,10090.0,"[1,1-diphenyl-2-picrylhydrazyl results in increased lipid oxidation] which results in increased abundance of Malondialdehyde",increases^abundance|increases^phenotype
"1,1-diphenyl-2-picrylhydrazyl",C004931,1898-66-4,nitric oxide metabolic process,GO:0046209,,Mus musculus,10090.0,"1,1-diphenyl-2-picrylhydrazyl affects nitric oxide metabolic process",affects^phenotype
"1,1-diphenyl-2-picrylhydrazyl",C004931,1898-66-4,nitric oxide metabolic process,GO:0046209,Nitric Oxide^D009569^MESH,Mus musculus,10090.0,"[1,1-diphenyl-2-picrylhydrazyl affects nitric oxide metabolic process] which results in increased abundance of Nitric Oxide",affects^phenotype|increases^abundance
"1,1-diphenyl-2-picrylhydrazyl",C004931,1898-66-4,superoxide dismutase activity,GO:0004784,,Mus musculus,10090.0,"1,1-diphenyl-2-picrylhydrazyl results in decreased superoxide dismutase activity",decreases^phenotype
"1,1-diphenylhydrazine",C037220,530-50-7,negative regulation of cell population proliferation,GO:0008285,CYP2C9^1559^GENE,Homo sapiens,9606.0,"[CYP2C9 mRNA results in increased susceptibility to 1,1-diphenylhydrazine] which results in increased negative regulation of cell population proliferation",increases^phenotype|increases^response to substance
"11-fluoro-7-(14,14,15,15-pentafluoro-6-methyl-10-thia-6-azapentadecyl)estra-1,3-5(10)-triene-3,17-diol",C541120,,myotube differentiation,GO:0014902,Albuterol^D000420^MESH,Mus musculus,10090.0,"11-fluoro-7-(14,14,15,15-pentafluoro-6-methyl-10-thia-6-azapentadecyl)estra-1,3-5(10)-triene-3,17-diol inhibits the reaction [Albuterol affects myotube differentiation]",affects^phenotype|decreases^reaction
"11-fluoro-7-(14,14,15,15-pentafluoro-6-methyl-10-thia-6-azapentadecyl)estra-1,3-5(10)-triene-3,17-diol",C541120,,myotube differentiation,GO:0014902,Estradiol^D004958^MESH,Mus musculus,10090.0,"11-fluoro-7-(14,14,15,15-pentafluoro-6-methyl-10-thia-6-azapentadecyl)estra-1,3-5(10)-triene-3,17-diol inhibits the reaction [Estradiol affects myotube differentiation]",affects^phenotype|decreases^reaction
"11-fluoro-7-(14,14,15,15-pentafluoro-6-methyl-10-thia-6-azapentadecyl)estra-1,3-5(10)-triene-3,17-diol",C541120,,myotube differentiation,GO:0014902,Formoterol Fumarate^D000068759^MESH,Mus musculus,10090.0,"11-fluoro-7-(14,14,15,15-pentafluoro-6-methyl-10-thia-6-azapentadecyl)estra-1,3-5(10)-triene-3,17-diol inhibits the reaction [Formoterol Fumarate affects myotube differentiation]",affects^phenotype|decreases^reaction
"11-hydroxy-5,8,12,14-eicosatetraenoic acid",C027356,73151-66-3,fatty acid metabolic process,GO:0006631,Glyphosate^D000097797^MESH,Mus musculus,10090.0,"[Glyphosate affects fatty acid metabolic process] which results in decreased abundance of 11-hydroxy-5,8,12,14-eicosatetraenoic acid analog",affects^phenotype|decreases^abundance
11-hydroxy-delta(9)-tetrahydrocannabinol,C001427,26108-40-7,lipid metabolic process,GO:0006629,Dronabinol^D013759^MESH,Mus musculus,10090.0,[Dronabinol affects lipid metabolic process] which results in increased abundance of 11-hydroxy-delta(9)-tetrahydrocannabinol,affects^phenotype|increases^abundance
11-hydroxy-delta(9)-tetrahydrocannabinol,C001427,26108-40-7,lipid metabolic process,GO:0006629,Dronabinol^D013759^MESH,Mus musculus,10090.0,[Dronabinol affects lipid metabolic process] which results in increased abundance of 11-hydroxy-delta(9)-tetrahydrocannabinol,affects^phenotype|increases^abundance
11-hydroxy-delta(9)-tetrahydrocannabinol,C001427,26108-40-7,lipid metabolic process,GO:0006629,Dronabinol^D013759^MESH,Mus musculus,10090.0,[Dronabinol affects lipid metabolic process] which results in increased abundance of 11-hydroxy-delta(9)-tetrahydrocannabinol,affects^phenotype|increases^abundance
11-hydroxy-delta(9)-tetrahydrocannabinol,C001427,26108-40-7,lipid metabolic process,GO:0006629,Dronabinol^D013759^MESH,Mus musculus,10090.0,[Dronabinol affects lipid metabolic process] which results in increased abundance of 11-hydroxy-delta(9)-tetrahydrocannabinol,affects^phenotype|increases^abundance
11-hydroxy-delta(9)-tetrahydrocannabinol,C001427,26108-40-7,lipid metabolic process,GO:0006629,Dronabinol^D013759^MESH,Mus musculus,10090.0,[Dronabinol affects lipid metabolic process] which results in increased abundance of 11-hydroxy-delta(9)-tetrahydrocannabinol,affects^phenotype|increases^abundance
11-hydroxy-delta(9)-tetrahydrocannabinol,C001427,26108-40-7,lipid metabolic process,GO:0006629,Dronabinol^D013759^MESH,Mus musculus,10090.0,[Dronabinol affects lipid metabolic process] which results in increased abundance of 11-hydroxy-delta(9)-tetrahydrocannabinol,affects^phenotype|increases^abundance
11-hydroxy-delta(9)-tetrahydrocannabinol,C001427,26108-40-7,lipid metabolic process,GO:0006629,Dronabinol^D013759^MESH,Mus musculus,10090.0,[Dronabinol affects lipid metabolic process] which results in increased abundance of 11-hydroxy-delta(9)-tetrahydrocannabinol,affects^phenotype|increases^abundance
11-hydroxy-delta(9)-tetrahydrocannabinol,C001427,26108-40-7,lipid metabolic process,GO:0006629,Dronabinol^D013759^MESH,Mus musculus,10090.0,[Dronabinol affects lipid metabolic process] which results in increased abundance of 11-hydroxy-delta(9)-tetrahydrocannabinol,affects^phenotype|increases^abundance
11-hydroxyprogesterone,C030228,312-90-3,regulation of metabolic process,GO:0019222,Soot^D053260^MESH,Rattus norvegicus,10116.0,[Soot affects regulation of metabolic process] which results in decreased abundance of 11-hydroxyprogesterone,affects^phenotype|decreases^abundance
11-hydroxyprogesterone 11-glucuronide,C061068,129238-72-8,regulation of cellular metabolic process,GO:0031323,deoxynivalenol^C007262^MESH,Sus scrofa,9823.0,[deoxynivalenol affects regulation of cellular metabolic process] which results in decreased abundance of 11-hydroxyprogesterone 11-glucuronide,affects^phenotype|decreases^abundance
11-hydroxytestosterone,C037914,1816-85-9,androgen metabolic process,GO:0008209,Ketoconazole^D007654^MESH,Equus caballus,9796.0,[Ketoconazole results in decreased androgen metabolic process] which results in decreased chemical synthesis of 11-hydroxytestosterone,decreases^chemical synthesis|decreases^phenotype
11-hydroxytestosterone,C037914,1816-85-9,androgen metabolic process,GO:0008209,Quercetin^D011794^MESH,Equus caballus,9796.0,[Quercetin results in decreased androgen metabolic process] which results in decreased chemical synthesis of 11-hydroxytestosterone,decreases^chemical synthesis|decreases^phenotype
11-hydroxytestosterone,C037914,1816-85-9,androgen metabolic process,GO:0008209,Troleandomycin^D014217^MESH,Equus caballus,9796.0,[Troleandomycin results in decreased androgen metabolic process] which results in decreased chemical synthesis of 11-hydroxytestosterone,decreases^chemical synthesis|decreases^phenotype
"1-(1-(imidazo(1,2-a)pyridin-6-yl)ethyl)-6-(1-methyl-1H-pyrazol-4-yl)-1H-(1,2,3)triazolo(4,5-b)pyrazine",C000593259,,cellular metabolic process,GO:0044237,,Homo sapiens,9606.0,"1-(1-(imidazo(1,2-a)pyridin-6-yl)ethyl)-6-(1-methyl-1H-pyrazol-4-yl)-1H-(1,2,3)triazolo(4,5-b)pyrazine results in decreased cellular metabolic process",decreases^phenotype
"1-(1-(imidazo(1,2-a)pyridin-6-yl)ethyl)-6-(1-methyl-1H-pyrazol-4-yl)-1H-(1,2,3)triazolo(4,5-b)pyrazine",C000593259,,cellular metabolic process,GO:0044237,,Homo sapiens,9606.0,"1-(1-(imidazo(1,2-a)pyridin-6-yl)ethyl)-6-(1-methyl-1H-pyrazol-4-yl)-1H-(1,2,3)triazolo(4,5-b)pyrazine results in decreased cellular metabolic process",decreases^phenotype
11-ketotestosterone,C003600,53187-98-7,androgen metabolic process,GO:0008209,bisphenol A^C006780^MESH,Gobiocypris rarus,143606.0,[bisphenol A affects androgen metabolic process] which results in increased abundance of 11-ketotestosterone,affects^phenotype|increases^abundance
11-ketotestosterone,C003600,53187-98-7,androgen receptor signaling pathway,GO:0030521,,Gnathopogon caerulescens,435243.0,11-ketotestosterone results in increased androgen receptor signaling pathway,increases^phenotype
11-ketotestosterone,C003600,53187-98-7,locomotory behavior,GO:0007626,,Danio rerio,7955.0,11-ketotestosterone affects locomotory behavior,affects^phenotype
11-ketotestosterone,C003600,53187-98-7,negative regulation of androgen secretion,GO:2000835,bisphenol A^C006780^MESH,Amphiprion ocellaris,80972.0,[bisphenol A results in increased negative regulation of androgen secretion] which results in decreased secretion of 11-ketotestosterone,decreases^secretion|increases^phenotype
11-ketotestosterone,C003600,53187-98-7,negative regulation of androgen secretion,GO:2000835,Ethinyl Estradiol^D004997^MESH,Amphiprion ocellaris,80972.0,[Ethinyl Estradiol results in increased negative regulation of androgen secretion] which results in decreased abundance of 11-ketotestosterone,decreases^abundance|increases^phenotype
11-ketotestosterone,C003600,53187-98-7,steroid biosynthetic process,GO:0006694,bisphenol A^C006780^MESH,Sparus aurata,8175.0,[bisphenol A affects steroid biosynthetic process] which results in decreased abundance of 11-ketotestosterone,affects^phenotype|decreases^abundance
11-ketotestosterone,C003600,53187-98-7,steroid metabolic process,GO:0008202,"4,4'-hexafluorisopropylidene diphenol^C583074^MESH",Danio rerio,7955.0,"[4,4'-hexafluorisopropylidene diphenol affects steroid metabolic process] which results in increased secretion of 11-ketotestosterone",affects^phenotype|increases^secretion
11-ketotestosterone,C003600,53187-98-7,testosterone biosynthetic process,GO:0061370,Acetaminophen^D000082^MESH,Danio rerio,7955.0,[Acetaminophen affects testosterone biosynthetic process] which results in decreased abundance of 11-ketotestosterone,affects^phenotype|decreases^abundance
1-(1-methanesulfonylpiperidin-4-yl)-3-(4-trifluoromethoxyphenyl)urea,C561619,,cell population proliferation,GO:0008283,Diazepam^D003975^MESH|tetramethylenedisulfotetramine^C010349^MESH,Mus musculus,10090.0,[Diazepam co-treated with 1-(1-methanesulfonylpiperidin-4-yl)-3-(4-trifluoromethoxyphenyl)urea] promotes the reaction [tetramethylenedisulfotetramine results in increased cell population proliferation],affects^cotreatment|increases^phenotype|increases^reaction
1-(1-methanesulfonylpiperidin-4-yl)-3-(4-trifluoromethoxyphenyl)urea,C561619,,cellular response to food,GO:0071240,Dietary Fats^D004041^MESH,Mus musculus,10090.0,1-(1-methanesulfonylpiperidin-4-yl)-3-(4-trifluoromethoxyphenyl)urea inhibits the reaction [Dietary Fats results in increased cellular response to food],decreases^reaction|increases^phenotype
1-(1-methanesulfonylpiperidin-4-yl)-3-(4-trifluoromethoxyphenyl)urea,C561619,,cellular response to food,GO:0071240,Dietary Fats^D004041^MESH,Mus musculus,10090.0,1-(1-methanesulfonylpiperidin-4-yl)-3-(4-trifluoromethoxyphenyl)urea inhibits the reaction [Dietary Fats results in increased cellular response to food],decreases^reaction|increases^phenotype
1-(1-methanesulfonylpiperidin-4-yl)-3-(4-trifluoromethoxyphenyl)urea,C561619,,microglial cell activation,GO:0001774,Diazepam^D003975^MESH|tetramethylenedisulfotetramine^C010349^MESH,Mus musculus,10090.0,[Diazepam co-treated with 1-(1-methanesulfonylpiperidin-4-yl)-3-(4-trifluoromethoxyphenyl)urea] inhibits the reaction [tetramethylenedisulfotetramine results in increased microglial cell activation],affects^cotreatment|decreases^reaction|increases^phenotype
